gender,birthdate,country_of_birth,current_country,postcode,national_insurance_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,birthmonth_imp,birthyear_gov,birth_group_op,Continent_gov_op,postcode_imp,postcode_gov,hash
M,1956-12-24,Belarus,United Kingdom,BN51 4PT,ZZ084958T,0,78.3,1.41,O+,8.9,208.7,secondary,24,1956-12,1956,1955-1980,Europe,BN51 ,BN,4477386
F,1984-05-07,Australia,United Kingdom,N83 6HG,ZZ987941T,0,83.6,1.83,A+,9.8,353.1,bachelor,4,1984-05,1984,Over 1980,other,N83 ,N,20230905
F,1994-08-10,Malawi,United Kingdom,B9C 7EY,ZZ814380T,0,94.2,1.65,O+,8.9,230.4,secondary,22,1994-08,1994,Over 1980,Africa,B9C ,B,10081487
M,1964-06-13,Moldova,United Kingdom,TD9 3ZH,ZZ125191T,0,89.6,1.41,B+,2.7,82.2,bachelor,42,1964-06,1964,1955-1980,Europe,TD9 ,TD,9259011
F,1966-01-29,Cocos (Keeling) Islands,United Kingdom,L0F 4NU,ZZ761128T,0,83.8,1.71,O+,9.6,209.7,secondary,16,1966-01,1966,1955-1980,Asia,L0F ,L,8339647
F,1979-10-31,Lesotho,United Kingdom,NG0Y 7HN,ZZ875063T,1,53.6,1.68,O+,9.5,123.6,other,27,1979-10,1979,1955-1980,Africa,NG0Y ,NG,14513209
F,1963-01-15,French Polynesia,United Kingdom,TA7 3UG,ZZ417528T,0,45.7,1.98,AB+,8.7,421.7,secondary,43,1963-01,1963,1955-1980,other,TA7 ,TA,17022919
F,1986-07-26,Saint Vincent and the Grenadines,United Kingdom,B9 7PB,ZZ600011T,0,46.1,1.85,O+,1.1,199.8,secondary,34,1986-07,1986,Over 1980,America,B9 ,B,9118771
M,1982-05-17,Uruguay,United Kingdom,SS8A 1QT,ZZ197353T,0,87.0,1.82,O+,9.1,123.9,secondary,38,1982-05,1982,Over 1980,America,SS8A ,SS,5677822
M,1993-12-13,Nauru,United Kingdom,EX75 4JU,ZZ453252T,0,79.5,1.87,O+,4.5,358.1,secondary,17,1993-12,1993,Over 1980,other,EX75 ,EX,15615371
F,2003-08-21,Faroe Islands,United Kingdom,M2 2WF,ZZ785398T,0,97.1,1.48,O+,3.2,366.5,secondary,38,2003-08,2003,Over 1980,Europe,M2 ,M,11388899
F,2000-10-23,Peru,United Kingdom,IP1N 2YB,ZZ968302T,0,45.7,1.97,O+,2.4,204.2,bachelor,47,2000-10,2000,Over 1980,America,IP1N ,IP,1045090
F,1997-05-14,Mozambique,United Kingdom,B4 7TX,ZZ208421T,0,91.7,1.75,A-,4.6,397.3,masters,34,1997-05,1997,Over 1980,Africa,B4 ,B,685234
M,1969-09-08,New Zealand,United Kingdom,EN2R 3ZD,ZZ805084T,0,36.7,1.63,B+,5.1,128.0,secondary,40,1969-09,1969,1955-1980,other,EN2R ,EN,6851529
M,1997-01-22,Eritrea,United Kingdom,W35 7JZ,ZZ005303T,0,35.8,1.49,O-,4.7,25.4,bachelor,24,1997-01,1997,Over 1980,Africa,W35 ,W,16840279
M,2002-06-07,Somalia,United Kingdom,SS9N 1XH,ZZ362040T,0,74.9,1.78,O+,4.9,52.4,secondary,22,2002-06,2002,Over 1980,Africa,SS9N ,SS,21107396
M,1978-11-02,Armenia,United Kingdom,N75 2HN,ZZ858415T,0,48.8,1.63,B-,3.3,332.3,bachelor,47,1978-11,1978,1955-1980,Asia,N75 ,N,22252048
F,1956-09-19,Trinidad and Tobago,United Kingdom,SK5R 8LG,ZZ902515T,0,64.0,1.77,O+,2.7,89.0,secondary,17,1956-09,1956,1955-1980,America,SK5R ,SK,11982638
M,1989-10-06,Nauru,United Kingdom,WA9 6GS,ZZ631189T,0,79.3,1.43,O+,2.1,82.4,bachelor,49,1989-10,1989,Over 1980,other,WA9 ,WA,4644850
M,1978-09-29,Croatia,United Kingdom,B0K 3BW,ZZ740179T,0,39.0,1.71,O+,3.8,64.7,primary,21,1978-09,1978,1955-1980,Europe,B0K ,B,8513348
F,1979-01-10,Guernsey,United Kingdom,W39 8SR,ZZ110083T,1,65.1,1.58,A+,0.9,225.1,bachelor,32,1979-01,1979,1955-1980,Europe,W39 ,W,904385
M,2001-07-03,Seychelles,United Kingdom,TQ80 7LZ,ZZ569952T,0,78.3,1.7,O-,2.6,426.0,secondary,15,2001-07,2001,Over 1980,Africa,TQ80 ,TQ,11826390
M,1962-05-08,Saint Barthelemy,United Kingdom,NE2X 2WP,ZZ486698T,0,86.6,1.67,A-,0.1,351.0,other,39,1962-05,1962,1955-1980,America,NE2X ,NE,15661034
M,1994-06-09,Christmas Island,United Kingdom,M89 4BR,ZZ265716T,0,62.5,1.64,A+,7.9,393.0,bachelor,2,1994-06,1994,Over 1980,Asia,M89 ,M,9282495
F,1967-10-31,Guadeloupe,United Kingdom,W5J 4DD,ZZ951452T,0,36.9,1.78,O+,6.7,195.5,phD,19,1967-10,1967,1955-1980,America,W5J ,W,19603054
F,1966-12-13,Mauritius,United Kingdom,CA5H 7RB,ZZ013027T,0,82.3,1.46,O+,9.0,412.7,secondary,42,1966-12,1966,1955-1980,Africa,CA5H ,CA,5673621
M,2003-03-02,Vietnam,United Kingdom,E92 0JL,ZZ346244T,0,91.3,1.42,A-,8.6,222.9,secondary,24,2003-03,2003,Over 1980,Asia,E92 ,E,4442502
F,1957-11-13,Turkmenistan,United Kingdom,BD98 3NG,ZZ203336T,0,93.9,1.96,A+,0.9,149.7,secondary,10,1957-11,1957,1955-1980,Asia,BD98 ,BD,17891277
M,1977-05-20,Mexico,United Kingdom,LL11 0YB,ZZ347312T,0,81.5,1.76,O+,0.0,72.8,bachelor,36,1977-05,1977,1955-1980,America,LL11 ,LL,927310
F,1959-08-17,Comoros,United Kingdom,N7E 1SN,ZZ408359T,0,71.2,1.64,O+,8.5,225.8,secondary,4,1959-08,1959,1955-1980,Africa,N7E ,N,2390192
F,2003-02-03,Slovenia,United Kingdom,E1 8AB,ZZ543075T,0,63.5,1.7,O-,8.8,89.5,masters,26,2003-02,2003,Over 1980,Europe,E1 ,E,8998240
M,1968-05-07,Mongolia,United Kingdom,E79 4SX,ZZ758757T,0,79.7,1.94,A+,6.1,339.1,secondary,38,1968-05,1968,1955-1980,Asia,E79 ,E,14848850
M,1966-11-03,New Caledonia,United Kingdom,S8E 9PE,ZZ371843T,0,35.0,1.7,A+,0.8,440.4,secondary,29,1966-11,1966,1955-1980,other,S8E ,S,6388256
M,1972-12-05,British Virgin Islands,United Kingdom,S0A 5AR,ZZ062303T,0,77.5,1.84,A+,0.5,428.6,other,45,1972-12,1972,1955-1980,America,S0A ,S,12791327
M,1957-05-14,Palau,United Kingdom,TD4 9HR,ZZ999847T,0,66.6,1.78,O+,5.4,337.5,bachelor,30,1957-05,1957,1955-1980,other,TD4 ,TD,2308549
M,1957-07-09,Suriname,United Kingdom,G72 8JQ,ZZ915995T,0,84.0,1.98,O+,5.8,458.6,bachelor,17,1957-07,1957,1955-1980,America,G72 ,G,3568891
M,1984-05-08,Turkey,United Kingdom,S2A 0JT,ZZ098550T,0,82.9,1.89,A+,9.0,289.0,bachelor,41,1984-05,1984,Over 1980,Asia,S2A ,S,12349740
F,2000-02-07,Guinea,United Kingdom,N4 2AZ,ZZ442269T,0,60.5,1.94,O+,4.0,233.7,bachelor,5,2000-02,2000,Over 1980,Africa,N4 ,N,13403056
M,1977-06-20,Hungary,United Kingdom,GL57 8NX,ZZ478584T,0,68.7,1.86,A+,9.9,233.6,masters,19,1977-06,1977,1955-1980,Europe,GL57 ,GL,13372765
M,1990-02-14,South Africa,United Kingdom,MK97 3AB,ZZ766112T,1,79.9,1.42,A+,2.6,479.5,masters,35,1990-02,1990,Over 1980,Africa,MK97 ,MK,13140031
M,1993-10-05,Cook Islands,United Kingdom,E0 1ZE,ZZ763378T,0,46.8,1.49,O+,0.1,31.6,other,14,1993-10,1993,Over 1980,other,E0 ,E,7519265
F,1995-01-21,South Georgia and the South Sandwich Islands,United Kingdom,M7 3TU,ZZ182011T,0,42.3,1.88,A+,7.0,190.4,secondary,47,1995-01,1995,Over 1980,America,M7 ,M,425867
M,2003-06-18,Dominica,United Kingdom,N6H 5AA,ZZ001831T,0,54.0,1.62,O+,8.0,446.6,secondary,33,2003-06,2003,Over 1980,America,N6H ,N,13103511
F,1961-07-09,Slovakia (Slovak Republic),United Kingdom,S8 5BW,ZZ738887T,0,86.6,1.96,O+,1.7,477.3,phD,16,1961-07,1961,1955-1980,Europe,S8 ,S,14695145
M,1987-11-06,Gibraltar,United Kingdom,BT7N 6JJ,ZZ609609T,0,98.5,1.48,O+,0.1,17.7,masters,41,1987-11,1987,Over 1980,Europe,BT7N ,BT,16809017
M,2001-02-10,Mozambique,United Kingdom,CM1 7WE,ZZ622367T,0,85.7,1.91,A+,7.8,100.4,secondary,37,2001-02,2001,Over 1980,Africa,CM1 ,CM,11085825
F,1998-12-19,Brunei Darussalam,United Kingdom,L18 0RU,ZZ324618T,0,78.5,1.43,A+,2.2,40.9,secondary,43,1998-12,1998,Over 1980,Asia,L18 ,L,22965590
F,1993-09-16,Sierra Leone,United Kingdom,L8W 0AZ,ZZ069693T,0,66.5,1.68,O-,9.4,108.2,secondary,5,1993-09,1993,Over 1980,Africa,L8W ,L,15477932
M,2003-09-14,Suriname,United Kingdom,BA6V 9NY,ZZ932853T,0,51.1,1.95,O+,7.4,241.9,phD,47,2003-09,2003,Over 1980,America,BA6V ,BA,5140275
F,1993-03-30,Iceland,United Kingdom,S92 4LG,ZZ435984T,0,91.2,1.61,A+,7.4,404.4,other,25,1993-03,1993,Over 1980,Europe,S92 ,S,8230565
M,1981-03-13,Moldova,United Kingdom,YO79 8GL,ZZ585713T,0,61.9,1.75,B+,1.6,185.8,other,24,1981-03,1981,1955-1980,Europe,YO79 ,YO,19354282
F,1974-01-17,Iceland,United Kingdom,PH2B 7XU,ZZ142481T,0,60.0,1.44,A+,5.0,292.2,secondary,19,1974-01,1974,1955-1980,Europe,PH2B ,PH,23959582
F,1998-01-17,Guatemala,United Kingdom,TN38 2WH,ZZ008303T,0,96.5,1.42,O+,0.6,145.5,other,39,1998-01,1998,Over 1980,America,TN38 ,TN,8561459
F,1986-05-15,American Samoa,United Kingdom,AB9W 8BG,ZZ291698T,0,38.2,1.56,B+,4.2,229.1,primary,32,1986-05,1986,Over 1980,other,AB9W ,AB,5058448
M,1996-06-15,Holy See (Vatican City State),United Kingdom,S0 8DS,ZZ004166T,0,96.0,1.52,A+,7.6,174.3,bachelor,2,1996-06,1996,Over 1980,other,S0 ,S,18391545
M,1998-03-28,Kuwait,United Kingdom,B6E 2JL,ZZ090005T,0,48.6,1.52,AB+,3.0,419.6,secondary,43,1998-03,1998,Over 1980,Asia,B6E ,B,20146557
F,1978-01-26,Romania,United Kingdom,L4J 7LE,ZZ330150T,0,42.3,1.42,A+,2.2,392.8,bachelor,14,1978-01,1978,1955-1980,Europe,L4J ,L,7192156
M,1992-01-03,Afghanistan,United Kingdom,N6S 0WB,ZZ603205T,0,39.7,1.74,A+,9.9,220.8,other,9,1992-01,1992,Over 1980,Asia,N6S ,N,18893730
F,1979-10-09,Serbia,United Kingdom,W2 2RW,ZZ996225T,0,38.8,1.89,O+,2.5,123.4,secondary,47,1979-10,1979,1955-1980,Europe,W2 ,W,10192725
F,1977-06-15,Samoa,United Kingdom,DT1A 7GR,ZZ375693T,0,91.4,1.48,O+,9.9,47.8,secondary,39,1977-06,1977,1955-1980,other,DT1A ,DT,16691921
F,1963-03-26,Hong Kong,United Kingdom,E16 8HX,ZZ357767T,0,61.3,1.85,O+,8.8,51.1,secondary,31,1963-03,1963,1955-1980,Asia,E16 ,E,13946652
F,1987-11-11,Cocos (Keeling) Islands,United Kingdom,N0T 3NB,ZZ554217T,0,65.8,1.76,A+,6.9,7.7,bachelor,26,1987-11,1987,Over 1980,Asia,N0T ,N,8794318
F,1991-06-01,Nepal,United Kingdom,CF5M 6LR,ZZ693031T,0,59.9,1.91,B-,8.1,253.7,bachelor,44,1991-06,1991,Over 1980,Asia,CF5M ,CF,20160592
M,1961-02-19,Norfolk Island,United Kingdom,TF60 6GE,ZZ635674T,0,46.6,1.85,O+,3.3,479.3,masters,16,1961-02,1961,1955-1980,other,TF60 ,TF,5783477
M,1971-05-20,Anguilla,United Kingdom,NP0Y 0AE,ZZ724236T,0,56.6,1.5,O-,8.9,437.4,secondary,40,1971-05,1971,1955-1980,America,NP0Y ,NP,8242795
M,1956-01-06,Mozambique,United Kingdom,SG87 9BA,ZZ626974T,0,93.9,1.72,B+,5.3,119.1,secondary,21,1956-01,1956,1955-1980,Africa,SG87 ,SG,5247212
F,1975-08-17,Maldives,United Kingdom,W7E 5LB,ZZ574843T,0,89.7,1.67,A+,5.2,19.7,secondary,12,1975-08,1975,1955-1980,Asia,W7E ,W,6873191
F,1970-07-14,Jersey,United Kingdom,CA15 7NT,ZZ838823T,0,65.9,1.63,O+,5.6,237.5,bachelor,13,1970-07,1970,1955-1980,Europe,CA15 ,CA,6065617
F,1988-09-09,Kazakhstan,United Kingdom,M41 2NN,ZZ612671T,0,42.1,1.87,A-,2.8,0.3,primary,14,1988-09,1988,Over 1980,Asia,M41 ,M,10049947
M,1989-01-22,Mali,United Kingdom,G5J 3YW,ZZ423477T,0,58.9,1.88,O+,3.5,78.7,primary,20,1989-01,1989,Over 1980,Africa,G5J ,G,11532867
M,1993-08-05,Bouvet Island (Bouvetoya),United Kingdom,WS8R 9BZ,ZZ792659T,0,87.2,1.46,A+,2.3,256.9,bachelor,45,1993-08,1993,Over 1980,other,WS8R ,WS,5347021
M,1997-04-16,Belize,United Kingdom,BT3 3JJ,ZZ460605T,0,68.1,1.58,AB+,0.4,95.4,masters,21,1997-04,1997,Over 1980,America,BT3 ,BT,6724098
F,1957-03-22,Bolivia,United Kingdom,L2 9JF,ZZ663295T,0,78.3,1.76,O+,0.6,48.9,bachelor,20,1957-03,1957,1955-1980,America,L2 ,L,5253182
F,1979-09-24,Cayman Islands,United Kingdom,LD1 5RN,ZZ246018T,0,95.2,1.51,O+,0.3,367.6,primary,34,1979-09,1979,1955-1980,America,LD1 ,LD,3830145
M,1960-10-08,Burkina Faso,United Kingdom,SW4P 2GP,ZZ577481T,0,52.9,1.41,O+,4.5,362.1,secondary,27,1960-10,1960,1955-1980,Africa,SW4P ,SW,6961118
M,1976-12-16,Cote d'Ivoire,United Kingdom,DG3 4YX,ZZ908782T,0,86.0,1.54,A+,1.4,70.7,masters,30,1976-12,1976,1955-1980,Africa,DG3 ,DG,3315153
F,1998-11-14,Grenada,United Kingdom,CB14 8YN,ZZ850332T,0,75.7,1.94,O+,8.7,109.0,other,6,1998-11,1998,Over 1980,America,CB14 ,CB,11174204
F,2001-09-14,Romania,United Kingdom,L3B 2SF,ZZ783928T,0,42.6,1.74,A+,2.2,219.6,other,32,2001-09,2001,Over 1980,Europe,L3B ,L,11841674
M,1977-03-12,United States Minor Outlying Islands,United Kingdom,L1E 7QL,ZZ101311T,1,53.1,1.83,A+,7.7,322.0,bachelor,24,1977-03,1977,1955-1980,other,L1E ,L,5845445
M,1967-08-14,Niger,United Kingdom,L90 8NG,ZZ287389T,0,91.8,1.42,O+,8.8,308.4,secondary,19,1967-08,1967,1955-1980,Africa,L90 ,L,22227750
F,1978-09-19,Finland,United Kingdom,E9F 0TB,ZZ048425T,0,35.5,1.46,A+,3.9,182.2,masters,13,1978-09,1978,1955-1980,Europe,E9F ,E,19955782
M,1971-10-06,Slovakia (Slovak Republic),United Kingdom,G7S 9BS,ZZ003525T,0,86.6,1.52,A-,1.6,45.0,bachelor,17,1971-10,1971,1955-1980,Europe,G7S ,G,4960785
F,1997-01-22,Western Sahara,United Kingdom,S6B 8LB,ZZ620897T,0,74.4,1.96,A+,9.0,25.7,primary,7,1997-01,1997,Over 1980,other,S6B ,S,3030313
F,1993-05-14,Western Sahara,United Kingdom,BS50 6ZT,ZZ736932T,0,45.5,1.49,O+,9.6,91.4,secondary,8,1993-05,1993,Over 1980,other,BS50 ,BS,8483700
F,1998-11-26,Antarctica (the territory South of 60 deg S),United Kingdom,JE7 8JR,ZZ506780T,0,50.5,1.68,O-,7.1,264.1,bachelor,37,1998-11,1998,Over 1980,other,JE7 ,JE,10681495
F,1997-01-23,Nauru,United Kingdom,SA2V 3WY,ZZ871774T,0,53.3,1.52,O-,0.6,168.5,bachelor,31,1997-01,1997,Over 1980,other,SA2V ,SA,12234296
M,1988-05-26,Lao People's Democratic Republic,United Kingdom,S3A 8FR,ZZ391115T,0,44.1,1.82,B+,3.4,187.4,secondary,35,1988-05,1988,Over 1980,Asia,S3A ,S,16036643
F,1990-04-07,Andorra,United Kingdom,BD5 3EG,ZZ734111T,0,45.2,1.44,A+,7.8,425.5,secondary,49,1990-04,1990,Over 1980,Europe,BD5 ,BD,2048400
F,1992-04-20,Gabon,United Kingdom,HU8X 6XR,ZZ126027T,0,58.9,1.97,O+,3.5,444.4,primary,29,1992-04,1992,Over 1980,Africa,HU8X ,HU,14164607
F,1975-04-27,Saint Barthelemy,United Kingdom,PO8 7QJ,ZZ026395T,0,91.1,1.57,A-,4.8,408.5,bachelor,29,1975-04,1975,1955-1980,America,PO8 ,PO,19684209
M,1961-07-09,Italy,United Kingdom,TD5Y 0TW,ZZ784509T,0,66.1,1.55,A+,4.4,421.8,other,42,1961-07,1961,1955-1980,Europe,TD5Y ,TD,6768167
F,1960-07-07,Thailand,United Kingdom,OX0N 6PU,ZZ121842T,0,56.8,1.68,O-,3.5,86.5,secondary,33,1960-07,1960,1955-1980,Asia,OX0N ,OX,15150353
M,1983-04-10,Argentina,United Kingdom,W73 8YH,ZZ634852T,0,54.7,1.94,O+,2.2,301.7,bachelor,27,1983-04,1983,Over 1980,America,W73 ,W,3316750
F,1994-02-19,Belgium,United Kingdom,EN9W 6GB,ZZ396340T,0,47.4,1.98,B+,0.8,154.1,primary,30,1994-02,1994,Over 1980,Europe,EN9W ,EN,1449915
F,1974-05-14,Eritrea,United Kingdom,DD8 0ZD,ZZ537871T,0,74.7,1.6,A+,5.1,449.9,primary,29,1974-05,1974,1955-1980,Africa,DD8 ,DD,10623642
M,1961-04-26,Kuwait,United Kingdom,SY28 1TT,ZZ137949T,0,89.6,1.67,A+,3.8,75.3,secondary,20,1961-04,1961,1955-1980,Asia,SY28 ,SY,20417602
F,1962-08-14,Botswana,United Kingdom,OX20 0TZ,ZZ651644T,0,94.5,1.81,O+,6.9,0.8,masters,46,1962-08,1962,1955-1980,Africa,OX20 ,OX,24302023
M,1979-11-24,Switzerland,United Kingdom,W88 9LH,ZZ150743T,0,79.0,1.52,O+,6.3,112.5,other,12,1979-11,1979,1955-1980,Europe,W88 ,W,17780713
F,1985-09-03,Marshall Islands,United Kingdom,M42 8LD,ZZ953130T,0,82.0,1.46,O-,2.0,110.2,bachelor,19,1985-09,1985,Over 1980,other,M42 ,M,8895321
M,1981-03-22,Reunion,United Kingdom,TA7W 6QS,ZZ256030T,0,50.3,1.86,O-,2.3,386.7,primary,4,1981-03,1981,1955-1980,Africa,TA7W ,TA,955753
M,1993-05-21,Liberia,United Kingdom,L1 1TB,ZZ152449T,0,45.8,1.78,O+,7.8,168.2,phD,42,1993-05,1993,Over 1980,Africa,L1 ,L,17899255
F,1987-06-20,Jersey,United Kingdom,W8 3DE,ZZ957768T,0,38.8,1.49,A+,5.3,338.3,bachelor,44,1987-06,1987,Over 1980,Europe,W8 ,W,10404980
F,1981-10-16,Turkey,United Kingdom,FY3P 2BP,ZZ683554T,0,44.1,1.5,O-,3.5,108.5,other,49,1981-10,1981,1955-1980,Asia,FY3P ,FY,17226783
F,1980-12-31,Greece,United Kingdom,W58 6GU,ZZ565281T,0,79.7,1.41,A+,3.7,416.1,secondary,5,1980-12,1980,1955-1980,Europe,W58 ,W,10251663
M,1957-11-05,Mauritius,United Kingdom,TA7X 1SA,ZZ772143T,0,38.6,1.64,A+,7.3,31.6,secondary,18,1957-11,1957,1955-1980,Africa,TA7X ,TA,18466674
F,1976-08-14,Mauritius,United Kingdom,E6C 0EU,ZZ844048T,0,44.3,1.89,O+,0.3,383.4,secondary,40,1976-08,1976,1955-1980,Africa,E6C ,E,3421531
M,1957-03-20,Samoa,United Kingdom,EN00 2UN,ZZ992547T,0,47.9,1.52,A+,5.2,358.3,bachelor,41,1957-03,1957,1955-1980,other,EN00 ,EN,11689451
M,2000-02-26,Brazil,United Kingdom,M2H 8EG,ZZ289053T,0,42.1,1.51,O+,2.5,82.3,phD,5,2000-02,2000,Over 1980,America,M2H ,M,17982388
F,1994-10-30,Samoa,United Kingdom,HX7V 3GL,ZZ546925T,0,91.4,1.78,A+,8.0,26.9,bachelor,23,1994-10,1994,Over 1980,other,HX7V ,HX,19978877
F,1982-11-07,Tokelau,United Kingdom,S9 3HR,ZZ085285T,0,60.1,1.69,A+,4.1,455.2,secondary,14,1982-11,1982,Over 1980,other,S9 ,S,1986077
F,1960-04-19,Italy,United Kingdom,LU9 9TP,ZZ769283T,0,54.1,1.87,O+,0.2,284.9,secondary,49,1960-04,1960,1955-1980,Europe,LU9 ,LU,1653354
F,2002-07-14,Poland,United Kingdom,ST7 8NU,ZZ265508T,0,60.1,1.69,A+,7.0,420.7,primary,8,2002-07,2002,Over 1980,Europe,ST7 ,ST,10159924
M,1994-04-23,Taiwan,United Kingdom,LL0B 1GU,ZZ093510T,1,61.3,1.5,A+,9.0,405.1,bachelor,28,1994-04,1994,Over 1980,Asia,LL0B ,LL,1886705
F,2001-05-04,French Polynesia,United Kingdom,OX3 4YN,ZZ024128T,0,76.6,1.84,O+,1.7,493.0,masters,26,2001-05,2001,Over 1980,other,OX3 ,OX,6241477
F,1956-02-01,South Georgia and the South Sandwich Islands,United Kingdom,N3J 2PH,ZZ997737T,0,64.8,1.84,O+,4.6,93.9,bachelor,29,1956-02,1956,1955-1980,America,N3J ,N,5224529
F,1972-10-15,Korea,United Kingdom,BN32 5GE,ZZ515259T,0,85.5,1.72,B+,8.1,98.4,secondary,33,1972-10,1972,1955-1980,Asia,BN32 ,BN,18429175
M,1980-12-07,Lebanon,United Kingdom,TQ01 1NA,ZZ189806T,0,51.6,1.69,O+,8.1,395.3,phD,4,1980-12,1980,1955-1980,Asia,TQ01 ,TQ,23005630
F,1983-10-11,Uganda,United Kingdom,MK5 5XW,ZZ533016T,0,47.5,1.98,O+,9.3,261.6,bachelor,27,1983-10,1983,Over 1980,Africa,MK5 ,MK,14926563
F,1966-01-31,Taiwan,United Kingdom,G86 4ES,ZZ617404T,1,83.0,1.74,A-,1.6,57.9,secondary,35,1966-01,1966,1955-1980,Asia,G86 ,G,13391939
M,1971-11-13,Solomon Islands,United Kingdom,W61 5YF,ZZ603602T,0,40.1,1.91,A+,2.0,195.4,bachelor,30,1971-11,1971,1955-1980,other,W61 ,W,18992914
F,1969-09-07,Yemen,United Kingdom,SW7W 5JF,ZZ089296T,0,71.5,1.83,O+,7.7,286.2,masters,45,1969-09,1969,1955-1980,Asia,SW7W ,SW,5988931
F,1989-12-22,Zambia,United Kingdom,W9 2QE,ZZ988015T,0,53.2,1.78,O+,0.2,373.6,secondary,5,1989-12,1989,Over 1980,Africa,W9 ,W,9685820
M,1983-02-12,Syrian Arab Republic,United Kingdom,S9 2XL,ZZ500569T,0,69.0,1.91,A+,8.3,325.5,secondary,37,1983-02,1983,Over 1980,Asia,S9 ,S,2027376
F,1980-05-15,United States of America,United Kingdom,E50 7NL,ZZ694432T,0,52.3,1.78,A-,7.7,268.0,phD,7,1980-05,1980,1955-1980,America,E50 ,E,8266892
F,1969-07-14,Ireland,United Kingdom,M7 1TG,ZZ737026T,0,68.8,1.57,A+,1.9,186.7,secondary,11,1969-07,1969,1955-1980,Europe,M7 ,M,16204384
F,1968-11-23,Morocco,United Kingdom,M80 0ER,ZZ514029T,0,79.1,1.62,O+,5.0,306.3,bachelor,34,1968-11,1968,1955-1980,Africa,M80 ,M,15380659
F,1976-03-27,Liechtenstein,United Kingdom,L51 0BH,ZZ151525T,0,41.1,1.6,B+,2.2,386.6,bachelor,46,1976-03,1976,1955-1980,Europe,L51 ,L,22325495
F,1960-02-04,Chile,United Kingdom,L4W 2BZ,ZZ189484T,0,78.2,1.65,A+,6.0,151.1,secondary,30,1960-02,1960,1955-1980,America,L4W ,L,1069716
F,1992-06-02,Netherlands Antilles,United Kingdom,M4J 3XG,ZZ366182T,0,57.7,1.87,A+,5.1,173.3,secondary,12,1992-06,1992,Over 1980,other,M4J ,M,13254431
F,1985-07-06,Palau,United Kingdom,W9T 9JE,ZZ827383T,0,95.6,1.65,O+,4.7,237.0,phD,24,1985-07,1985,Over 1980,other,W9T ,W,7171139
F,1957-08-29,Andorra,United Kingdom,PE9 5XY,ZZ634032T,0,40.6,1.44,AB+,4.0,293.7,secondary,10,1957-08,1957,1955-1980,Europe,PE9 ,PE,6861808
M,1973-05-30,Switzerland,United Kingdom,PH2E 0JW,ZZ195625T,0,74.3,1.73,A+,0.4,162.0,secondary,38,1973-05,1973,1955-1980,Europe,PH2E ,PH,7059490
F,1994-07-08,Falkland Islands (Malvinas),United Kingdom,M8 0ES,ZZ385319T,0,49.8,1.78,O+,5.6,56.0,secondary,4,1994-07,1994,Over 1980,America,M8 ,M,8816795
F,1981-03-04,Guernsey,United Kingdom,TQ24 0NW,ZZ725522T,0,94.8,1.45,O-,9.2,498.9,masters,15,1981-03,1981,1955-1980,Europe,TQ24 ,TQ,20226178
M,1990-12-04,Mexico,United Kingdom,SY82 5UD,ZZ071394T,0,79.2,1.8,A+,5.2,150.7,bachelor,39,1990-12,1990,Over 1980,America,SY82 ,SY,2645511
F,1966-06-26,Zimbabwe,United Kingdom,B58 5WX,ZZ809694T,0,69.1,1.86,A+,2.2,242.5,secondary,3,1966-06,1966,1955-1980,Africa,B58 ,B,23080320
F,1975-08-08,Namibia,United Kingdom,HS00 1YD,ZZ745435T,0,72.5,1.95,A+,1.1,103.3,secondary,43,1975-08,1975,1955-1980,Africa,HS00 ,HS,16793660
F,1974-06-07,Isle of Man,United Kingdom,N0F 4LA,ZZ551673T,1,53.5,1.44,A+,9.9,371.5,other,31,1974-06,1974,1955-1980,Europe,N0F ,N,23127958
M,1972-07-07,Montserrat,United Kingdom,E1 2RX,ZZ327869T,1,49.9,1.64,A+,6.4,209.0,other,48,1972-07,1972,1955-1980,America,E1 ,E,3381821
M,1956-06-11,Somalia,United Kingdom,G11 7AW,ZZ498628T,0,86.9,1.83,A-,6.8,405.3,masters,41,1956-06,1956,1955-1980,Africa,G11 ,G,23398370
M,1985-09-15,Barbados,United Kingdom,S2 8JA,ZZ911803T,0,70.3,1.55,O+,0.4,212.7,masters,6,1985-09,1985,Over 1980,America,S2 ,S,17837358
F,1968-03-11,Pitcairn Islands,United Kingdom,L1G 1YR,ZZ487367T,0,43.3,1.58,A+,6.3,166.5,other,7,1968-03,1968,1955-1980,other,L1G ,L,7162343
F,1992-02-01,Mozambique,United Kingdom,G4S 9PY,ZZ607197T,0,42.7,1.91,A+,6.5,122.6,secondary,30,1992-02,1992,Over 1980,Africa,G4S ,G,11200098
F,1972-01-06,Chad,United Kingdom,L6U 7LG,ZZ729115T,0,60.2,1.52,A+,1.3,274.0,bachelor,32,1972-01,1972,1955-1980,Africa,L6U ,L,7752659
M,1977-01-30,United States Virgin Islands,United Kingdom,BD39 4YL,ZZ882140T,0,37.7,1.42,A+,4.9,346.5,masters,21,1977-01,1977,1955-1980,America,BD39 ,BD,5917099
F,1984-07-03,Taiwan,United Kingdom,M3H 6AP,ZZ747141T,0,76.1,1.48,A+,5.3,407.0,secondary,48,1984-07,1984,Over 1980,Asia,M3H ,M,3729956
